avg_reliability,min_reliability,on_time_rate,farm_count,quantity_buffer,avg_distance_km,max_distance_km,harvest_buffer_days,price_headroom,prior_buyer_share,fulfilled
0.8785,0.7455,0.9361,4,0.0731,76.2,136.9,1.06,0.1057,0.2202,0
0.9365,0.9346,0.9049,2,0.185,316.4,492.0,1.89,0.1712,0.6333,1
0.8057,0.6794,0.8112,4,0.4199,58.4,200.5,6.44,0.1901,0.308,1
0.8478,0.6782,0.8596,3,0.0001,20.1,88.0,4.06,0.0851,0.0505,0
0.868,0.8113,0.8777,4,0.1886,233.7,307.4,2.92,0.336,0.2611,1
0.8043,0.8043,0.7719,1,0.3415,39.4,39.4,2.66,0.3212,0.756,1
0.8055,0.45,0.7183,4,0.133,31.1,164.6,9.84,-0.0624,0.1625,0
0.719,0.6313,0.859,5,0.0707,16.8,23.4,2.55,0.2405,0.1753,0
0.9145,0.9145,0.9068,1,0.0882,129.9,129.9,1.36,0.1354,0.3772,1
0.8185,0.8185,0.7483,1,0.2171,186.2,186.2,7.99,0.3161,0.5925,0
0.8262,0.6926,0.9043,4,0.0475,198.5,275.3,4.7,-0.0708,0.3393,0
0.8099,0.7903,0.8773,2,0.1913,277.7,408.3,5.3,0.1638,0.6506,0
0.8644,0.8053,0.8961,4,0.0069,50.8,70.6,1.16,0.2005,0.1226,1
0.8608,0.8608,0.9053,1,0.2532,100.9,100.9,3.68,0.0451,0.2098,1
0.7894,0.5852,0.7961,5,0.4188,202.6,233.5,5.91,0.2419,0.059,0
0.9114,0.9114,0.8939,1,0.2771,270.5,270.5,1.19,0.0329,0.6023,1
0.8507,0.759,0.8447,2,0.1467,111.7,281.1,9.35,0.124,0.111,1
0.9194,0.9054,0.9501,3,0.0542,232.3,266.6,1.44,0.2613,0.3921,1
0.8771,0.7084,0.8508,4,0.0927,123.7,220.0,3.3,0.2364,0.2266,1
0.8703,0.6161,0.7919,5,0.0978,93.6,94.9,6.4,0.1568,0.1435,0
0.7997,0.7997,0.8548,1,0.2266,158.3,158.3,4.17,0.1266,0.2104,1
0.8615,0.6938,0.784,5,0.0232,276.6,353.3,1.85,0.303,0.6899,0
0.8003,0.7673,0.8035,4,0.2795,243.2,294.2,3.18,-0.0326,0.3513,0
0.8621,0.7723,0.8747,4,0.0801,94.6,118.1,0.47,0.107,0.0986,0
0.8956,0.8841,0.8859,2,0.174,18.1,83.7,5.6,0.2229,0.5321,1
0.7787,0.45,0.8425,5,0.0738,115.9,156.0,2.92,-0.0354,0.3169,0
0.45,0.45,0.5066,1,0.0931,156.5,156.5,1.49,0.0812,0.3537,0
0.9275,0.9275,0.9616,1,0.0385,165.6,165.6,3.64,0.1172,0.4872,1
0.9211,0.8774,0.9153,3,0.0498,27.5,136.7,0.73,0.2334,0.4083,1
0.7933,0.7368,0.8655,5,0.2253,60.0,120.9,0.93,0.1169,0.6415,1
0.7363,0.5603,0.8073,4,0.3744,103.6,247.6,3.74,0.1913,0.5063,0
0.9044,0.9044,0.8433,1,0.0823,258.1,258.1,6.65,0.2445,0.8693,1
0.7903,0.6465,0.8217,5,0.0608,183.9,261.8,2.94,0.174,0.3361,0
0.822,0.7483,0.7924,4,0.7035,156.2,329.2,7.41,-0.0738,0.0667,1
0.8908,0.782,0.9042,3,0.1518,222.7,381.6,9.3,0.0614,0.318,1
0.8106,0.6751,0.8217,3,0.0533,99.8,192.0,1.32,-0.0343,0.2006,0
0.7413,0.6013,0.7428,3,0.1311,264.5,333.7,1.27,0.0144,0.0854,0
0.8308,0.6221,0.8361,3,0.0649,315.5,342.0,7.27,0.0478,0.61,1
0.7574,0.6789,0.8709,3,0.052,75.1,162.8,3.85,0.1169,0.1669,0
0.8717,0.8188,0.8186,2,0.0443,33.5,64.6,1.08,0.1034,0.5711,0
0.6853,0.4712,0.6492,5,0.4222,226.7,260.8,13.22,0.0097,0.1312,0
0.8579,0.6967,0.8761,3,0.2253,311.7,397.7,2.04,0.1899,0.2434,0
0.7603,0.5769,0.75,4,0.1657,164.7,272.7,0.65,0.0681,0.0349,0
0.8797,0.8117,0.8832,5,0.0724,145.0,282.6,5.24,0.269,0.2136,0
0.8578,0.8578,0.794,1,0.0275,100.4,100.4,7.79,-0.0028,0.3051,1
0.8248,0.7024,0.7346,4,0.0184,181.9,335.7,3.24,0.1147,0.2668,1
0.873,0.7348,0.8992,4,0.2215,61.8,140.3,4.21,0.1363,0.6849,1
0.8499,0.6846,0.878,5,0.33,62.7,63.9,2.04,0.2678,0.2672,0
0.8382,0.7665,0.8892,3,0.1145,115.2,208.1,0.38,0.0696,0.3615,1
0.9089,0.8273,0.8434,2,0.0713,179.7,306.0,3.26,-0.0084,0.6318,0
0.7816,0.7511,0.6926,2,0.2544,151.1,232.6,1.71,0.16,0.4263,0
0.8506,0.7099,0.8122,5,0.2501,39.7,50.1,3.11,0.2345,0.1413,1
0.9229,0.8913,0.9182,2,0.0973,154.2,229.1,3.5,-0.0778,0.5272,0
0.9108,0.863,0.9081,4,0.2179,182.1,334.0,7.3,-0.0202,0.0383,0
0.8274,0.7654,0.7714,3,0.0178,313.6,483.5,0.58,0.0412,0.3268,0
0.8519,0.8519,0.8204,1,0.4098,257.3,257.3,3.43,0.0888,0.4391,1
0.842,0.7546,1.0,3,0.6026,181.7,337.8,3.67,0.1323,0.0062,1
0.7219,0.45,0.689,3,0.0223,163.7,244.7,4.13,0.136,0.3942,0
0.7505,0.5599,0.6501,5,0.1647,167.8,291.7,2.31,0.1306,0.3097,0
0.6975,0.5958,0.6816,2,0.1315,53.6,148.4,1.64,0.2646,0.697,1
0.8473,0.7737,0.8274,4,0.159,92.9,117.4,1.96,-0.004,0.6441,0
0.8817,0.8478,0.9026,5,0.0999,158.9,162.3,1.91,-0.1302,0.4678,1
0.8546,0.8242,0.9227,2,0.7045,106.2,191.7,3.79,0.1396,0.2083,1
0.8708,0.7127,0.9044,3,0.0454,247.9,278.0,0.56,0.1979,0.3177,0
0.8757,0.8549,0.89,3,0.2697,182.4,301.3,11.35,-0.0237,0.3338,1
0.8376,0.8376,0.8144,1,0.0814,117.1,117.1,8.32,0.2462,0.1484,1
0.8315,0.7762,0.8879,2,0.1712,43.0,123.8,1.16,0.2614,0.3279,1
0.7962,0.7167,0.8439,4,0.176,64.8,84.0,9.99,0.2267,0.2039,1
0.9133,0.8806,0.9239,3,0.0332,116.3,157.0,2.66,0.1075,0.1537,1
0.8734,0.804,0.8887,3,0.3387,171.6,252.3,4.54,0.0219,0.0713,1
0.8957,0.8719,0.9364,3,0.146,36.4,98.4,1.67,0.0024,0.1738,1
0.8794,0.6565,0.9103,4,0.0442,26.3,44.2,1.23,0.1785,0.2754,0
0.8306,0.6583,0.9062,5,0.2447,92.3,173.8,1.47,-0.1259,0.0244,0
0.7623,0.6481,0.7546,2,0.1063,250.4,333.5,7.87,0.0376,0.0353,0
0.8882,0.87,0.9064,2,0.2368,29.6,122.4,3.47,0.0877,0.5368,1
0.7578,0.5809,0.8901,5,0.2327,264.2,430.3,3.43,0.2344,0.2546,0
0.8013,0.5214,0.8953,5,0.2512,174.0,204.7,13.66,0.0821,0.3922,1
0.58,0.58,0.553,1,0.1226,185.1,185.1,2.96,0.4698,0.011,0
0.7868,0.7575,0.8377,3,0.0284,279.0,442.5,3.17,0.219,0.287,0
0.9234,0.9234,0.868,1,0.2339,41.5,41.5,3.19,0.0126,0.2621,1
0.8567,0.7451,0.8449,2,0.0866,20.4,80.7,2.29,0.0237,0.9068,0
0.9069,0.9057,0.9605,2,0.1148,299.0,336.3,7.31,0.0472,0.2065,1
0.8529,0.7576,0.7237,4,0.0829,123.5,206.8,2.19,0.0837,0.185,0
0.6692,0.6692,0.6472,1,0.0116,167.3,167.3,2.44,-0.0014,0.1898,0
0.7599,0.6448,0.8021,2,0.3005,170.4,216.2,4.3,-0.1075,0.1793,0
0.835,0.8044,0.8739,2,0.0953,96.5,161.4,1.17,0.1909,0.0888,0
0.8168,0.7891,0.7882,2,0.0581,65.8,225.4,8.6,0.2082,0.036,1
0.8341,0.6586,0.9197,5,0.1305,135.8,193.5,5.39,0.0411,0.0628,1
0.6974,0.5274,0.6588,2,0.0628,277.4,430.4,4.76,0.1688,0.0884,0
0.7257,0.7257,0.783,1,0.5444,63.2,63.2,2.41,0.1034,0.5199,1
0.7768,0.7768,0.7471,1,0.2591,27.6,27.6,3.02,0.2421,0.2185,1
0.8906,0.8416,0.9593,4,0.1118,260.1,351.6,6.22,-0.0282,0.3564,1
0.6976,0.6976,0.6567,1,0.0909,34.4,34.4,4.01,0.2864,0.4059,1
0.7184,0.6033,0.6415,3,0.2233,215.6,266.6,8.04,0.0137,0.7876,0
0.7155,0.5032,0.705,4,0.147,91.3,255.2,1.65,0.1248,0.1174,0
0.9575,0.9575,1.0,1,0.1714,244.9,244.9,1.83,-0.0333,0.1821,0
0.8784,0.7679,0.8669,4,0.0079,203.9,356.4,3.05,0.1265,0.1879,0
0.8441,0.7065,0.8061,5,0.0812,23.4,93.7,7.59,0.262,0.1389,1
0.7043,0.7008,0.74,2,1.0,139.5,242.7,0.93,-0.0151,0.5491,0
0.9057,0.9057,0.9098,1,0.058,201.0,201.0,2.2,0.2182,0.7543,0
0.8417,0.7231,0.9351,5,0.0541,216.1,238.1,3.1,0.1786,0.8102,0
0.8852,0.8403,0.9158,3,0.2185,299.2,384.5,2.61,0.2585,0.337,1
0.6895,0.6274,0.5683,3,0.044,18.0,20.5,0.31,0.0083,0.346,0
0.9466,0.9466,0.9959,1,0.0887,82.6,82.6,10.27,0.0303,0.5821,1
0.8908,0.8229,0.8624,3,0.2111,157.7,262.4,3.12,0.0755,0.1218,0
0.8003,0.7863,0.8822,2,0.1997,85.4,106.9,2.81,0.0859,0.7356,0
0.8652,0.7746,0.8035,5,0.3047,220.6,336.9,7.55,0.204,0.61,0
0.45,0.45,0.4,1,0.0998,53.6,53.6,4.08,0.3625,0.7427,0
0.883,0.7377,0.8142,5,0.109,119.9,236.2,5.92,0.1784,0.6912,0
0.8196,0.8196,0.8374,1,0.1577,74.5,74.5,4.95,0.1068,0.5922,1
0.9279,0.8485,1.0,5,0.6938,280.9,344.8,3.32,0.1407,0.4308,0
0.6706,0.5932,0.8003,2,0.0517,144.9,263.3,2.33,0.0997,0.5861,0
0.8191,0.4893,0.8397,5,0.0291,70.9,240.2,3.25,0.2597,0.7493,0
0.8531,0.8013,0.8505,3,0.024,288.1,356.1,3.76,0.0748,0.4625,0
0.7439,0.4764,0.5816,4,0.066,25.5,159.0,3.58,0.1883,0.3054,0
0.6867,0.6867,0.7253,1,0.1705,78.9,78.9,7.04,0.0797,0.577,0
0.7363,0.6937,0.7861,3,0.0041,120.4,132.1,2.88,0.1306,0.3768,1
0.8866,0.8267,0.949,5,0.9246,18.9,198.0,3.34,0.0156,0.5259,1
0.8686,0.7255,0.8691,3,0.4012,270.9,399.6,1.43,0.0036,0.338,0
0.7592,0.7592,0.7073,1,0.0453,287.9,287.9,1.11,0.2027,0.4684,0
0.8125,0.6196,0.8099,5,0.2078,284.4,348.9,3.19,0.1818,0.5245,1
0.711,0.5351,0.7188,5,0.0341,64.0,137.6,3.33,-0.0155,0.2933,0
0.7653,0.624,0.8257,5,0.1894,291.3,436.1,2.37,0.1693,0.5759,0
0.8605,0.7498,0.8808,5,0.2908,15.2,163.8,1.31,0.2075,0.2075,1
0.7348,0.6415,0.7558,4,0.2798,235.3,414.7,1.92,0.1002,0.2009,0
0.8895,0.7957,0.8528,4,0.1503,113.3,206.3,1.93,-0.0924,0.0542,0
0.8904,0.8372,0.8598,2,0.1668,266.6,427.0,14.0,-0.082,0.3042,1
0.7977,0.6587,0.7558,3,0.0681,94.4,144.6,1.22,0.0571,0.1979,0
0.9098,0.8736,0.9314,2,0.2558,302.3,310.2,2.82,0.0255,0.4229,0
0.6632,0.526,0.6131,2,0.2537,272.2,383.9,6.44,0.1609,0.4221,0
0.784,0.5028,0.8035,3,0.1101,189.9,327.1,3.28,0.3101,0.2289,1
0.7821,0.5562,0.803,5,0.1798,166.0,173.3,5.57,0.1271,0.3397,0
0.8779,0.8447,0.8007,3,0.1367,266.1,359.7,4.61,-0.1259,0.8441,1
0.8692,0.7725,0.8176,3,0.121,237.1,411.7,3.09,0.0072,0.2386,0
0.8885,0.8309,0.7805,5,0.0575,68.7,222.4,2.41,-0.1383,0.4392,1
0.8416,0.7057,0.7968,5,0.3102,207.4,244.1,2.91,-0.0393,0.2732,0
0.8231,0.7987,0.8131,3,0.0872,257.9,437.3,7.35,0.2042,0.3237,1
0.7119,0.7119,0.7354,1,0.1618,241.6,241.6,5.36,0.066,0.1314,1
0.7592,0.7592,0.7474,1,0.0409,110.9,110.9,4.27,0.3135,0.193,0
0.8035,0.602,0.7908,5,0.0101,233.0,331.3,2.59,0.0476,0.5821,1
0.8139,0.7218,0.8887,2,0.3946,53.2,89.5,8.64,-0.0655,0.3585,0
0.856,0.7181,0.7731,5,0.5111,137.4,181.1,6.87,0.0841,0.062,0
0.8788,0.6147,0.9023,5,0.1418,28.6,152.2,4.44,-0.1074,0.4324,1
0.7023,0.6817,0.6409,2,0.0747,181.2,338.0,1.14,0.2266,0.5667,0
0.8555,0.8101,0.9264,2,0.1162,115.9,189.3,3.76,0.2413,0.0064,0
0.8889,0.7936,0.7967,5,0.1974,78.4,255.5,4.32,0.164,0.1143,1
0.8711,0.7708,0.8892,4,0.1941,235.5,393.7,3.13,0.07,0.0958,0
0.8048,0.6577,0.8426,5,0.0912,135.3,262.4,7.49,0.0182,0.7163,1
0.8837,0.837,0.8359,3,0.4189,83.4,204.5,2.59,0.3024,0.3588,1
0.8445,0.8295,0.802,2,0.1034,233.3,325.0,1.57,0.2855,0.5048,1
0.7993,0.7376,0.8064,4,0.1254,97.3,272.7,1.32,0.2201,0.7247,1
0.9748,0.9748,1.0,1,0.0953,210.5,210.5,2.92,0.1264,0.9047,1
0.8073,0.7501,0.8491,2,0.0674,74.7,119.2,3.96,0.234,0.4275,1
0.8262,0.7857,0.9008,3,0.0104,51.7,59.3,2.94,0.0888,0.0595,0
0.7946,0.7124,0.6753,2,0.2141,40.8,86.3,2.94,0.1785,0.5586,1
0.7549,0.6822,0.7433,2,0.0752,245.0,402.0,3.04,0.1182,0.0557,0
0.8368,0.8368,0.8621,1,0.1804,311.8,311.8,4.77,0.3066,0.405,1
0.908,0.7775,0.9611,4,0.0237,230.3,295.6,7.24,0.1855,0.3974,0
0.7917,0.5482,0.7746,3,0.2397,198.7,369.3,0.92,0.1301,0.6145,0
0.7718,0.5574,0.804,3,0.1962,228.9,408.0,10.84,0.2968,0.736,1
0.8174,0.8071,0.9009,2,0.0821,317.3,322.0,2.82,-0.1235,0.1357,0
0.7025,0.4856,0.758,3,0.0785,36.6,147.1,2.96,0.2171,0.5737,1
0.7396,0.6106,0.7575,2,0.204,207.7,362.5,0.32,-0.0124,0.3691,0
0.9251,0.9132,0.93,2,0.1323,98.2,229.5,3.05,0.2159,0.802,1
0.9006,0.9006,0.8822,1,0.188,150.2,150.2,1.74,0.1923,0.1134,1
0.8563,0.7607,0.842,5,0.2245,148.7,304.6,1.6,0.1697,0.0322,0
0.8664,0.8664,0.7723,1,0.1504,125.1,125.1,3.89,0.1688,0.135,0
0.8391,0.8391,0.8061,1,0.8736,17.0,17.0,3.28,0.2909,0.1402,1
0.7949,0.5931,0.7247,5,0.3202,27.9,136.6,3.36,0.2562,0.1938,1
0.7477,0.7425,0.8089,2,0.0629,159.3,161.3,1.66,0.0159,0.1744,0
0.6702,0.45,0.6372,2,0.3689,180.7,331.4,2.17,0.1292,0.2584,0
0.8364,0.7388,0.8141,4,0.3407,29.6,132.6,5.45,0.0311,0.3894,1
0.7831,0.6411,0.7196,3,0.0639,213.5,216.6,5.97,-0.0672,0.1624,0
0.8346,0.8346,0.9312,1,0.3637,247.2,247.2,1.63,-0.0328,0.0689,1
0.9595,0.932,0.9532,2,0.0458,138.9,236.8,0.65,0.1226,0.0727,0
0.8657,0.8457,0.9331,3,0.142,211.9,242.7,8.08,0.2075,0.1194,1
0.7975,0.7183,0.7827,3,0.035,213.6,259.0,2.13,0.2497,0.0747,0
0.9116,0.8684,0.9013,2,0.0379,129.7,191.9,4.35,0.1764,0.5603,1
0.9044,0.859,0.9437,3,0.0985,142.8,269.9,3.0,0.0789,0.2764,0
0.7479,0.597,0.7472,2,0.1242,179.7,328.4,2.11,-0.0585,0.7697,1
0.8155,0.6961,0.7843,4,0.0551,284.7,307.2,1.47,0.0554,0.2758,0
0.7965,0.5579,0.848,4,0.1768,293.8,362.1,5.37,0.3281,0.1372,0
0.828,0.7834,0.7502,2,0.8424,38.9,81.9,9.85,-0.0452,0.0292,1
0.8802,0.8495,0.8904,4,0.0331,261.2,398.4,6.24,0.1903,0.6661,0
0.647,0.647,0.6454,1,0.0866,169.7,169.7,1.04,-0.0331,0.654,0
0.9196,0.8997,0.8951,3,0.2394,253.9,320.2,3.84,0.2499,0.1979,1
0.7686,0.7686,0.7058,1,0.5688,299.4,299.4,6.54,0.1815,0.1376,0
0.8818,0.8648,0.9232,2,0.3915,95.6,253.2,3.47,-0.0511,0.5944,1
0.927,0.9014,0.9115,2,0.3833,52.8,187.7,2.23,-0.1636,0.8845,1
0.8385,0.6987,0.7944,2,0.1737,317.1,392.5,2.3,0.0868,0.1355,0
0.8874,0.752,0.8514,3,0.3119,25.2,56.7,1.63,0.4308,0.4035,1
0.8429,0.7328,0.7932,5,0.3859,83.1,186.2,1.49,0.1149,0.5921,0
0.8897,0.8732,0.9241,2,0.2274,194.5,216.9,1.92,0.2626,0.3114,1
0.7973,0.5253,0.8994,3,0.0445,74.3,235.6,0.79,-0.0106,0.2149,0
0.8891,0.696,0.8837,4,0.7357,307.5,472.7,1.52,0.1587,0.1378,0
0.8517,0.7601,0.8044,3,0.3151,134.8,219.9,4.69,0.1329,0.1316,0
0.7727,0.6884,0.8874,3,0.3197,84.1,113.4,1.36,0.1081,0.231,0
0.8294,0.8294,0.8783,1,0.1848,29.6,29.6,2.97,0.121,0.0392,0
0.7729,0.7729,0.757,1,0.1295,140.6,140.6,0.61,0.3005,0.5284,0
0.8784,0.7699,0.8612,4,0.3429,295.4,316.0,1.36,0.0675,0.7338,0
0.6815,0.6815,0.7033,1,0.0515,94.5,94.5,3.97,0.1091,0.0918,0
0.8529,0.7581,0.8594,4,0.1138,28.4,166.6,3.19,0.2027,0.615,1
0.7441,0.527,0.7224,3,0.1207,34.8,109.3,1.97,0.2294,0.0659,0
0.7947,0.7309,0.6481,3,0.1859,203.8,209.8,0.73,0.176,0.1403,1
0.7891,0.7891,0.7943,1,0.3431,260.2,260.2,8.79,0.0285,0.4124,0
0.7925,0.5425,0.8732,5,0.6107,40.5,44.0,1.65,0.3244,0.2478,0
0.9059,0.786,0.8072,3,0.044,148.5,172.4,5.15,0.1331,0.3162,1
0.805,0.6908,0.811,4,0.0969,239.1,271.1,4.23,0.0042,0.4366,0
0.6708,0.669,0.7714,2,0.0872,248.8,390.4,4.69,-0.0388,0.3153,0
0.9273,0.8826,0.9117,4,0.0491,132.3,250.5,6.48,0.3311,0.1714,1
0.8024,0.8024,0.7799,1,0.0832,211.8,211.8,2.28,0.0258,0.6208,1
0.8512,0.7635,0.9241,3,0.0367,67.6,223.5,1.28,-0.1005,0.2784,0
0.8497,0.7054,0.8504,3,0.2751,51.5,222.9,1.95,0.2009,0.1628,0
0.8548,0.7389,0.8091,2,0.0399,296.5,401.8,0.86,0.1931,0.2445,0
0.7973,0.7973,0.7791,1,0.2061,17.8,17.8,1.53,0.1378,0.2117,1
0.8316,0.7711,0.8634,2,0.0326,20.8,74.9,4.25,0.1258,0.1535,1
0.8237,0.7006,0.7619,3,0.1004,100.1,220.4,5.44,0.024,0.0514,0
0.783,0.6725,0.7559,3,0.0159,85.7,127.9,2.27,0.2673,0.8133,0
0.8711,0.8711,0.9408,1,0.1253,87.6,87.6,2.19,-0.104,0.3909,1
0.8523,0.7502,0.8094,2,0.0609,62.3,220.5,0.45,0.1405,0.1354,0
0.829,0.6559,0.8488,4,0.2346,34.4,166.1,8.07,-0.0329,0.1014,0
0.6893,0.6353,0.7609,3,0.1578,159.1,287.1,3.42,0.0824,0.4882,0
0.8183,0.6191,0.7484,4,0.1102,238.7,287.1,5.39,0.1063,0.2417,0
0.9237,0.9237,0.8711,1,0.2659,192.5,192.5,3.43,0.2115,0.2858,1
0.8785,0.7796,0.8928,3,0.2883,198.9,309.7,1.78,0.0699,0.6219,0
0.9514,0.9514,1.0,1,0.0185,44.0,44.0,7.68,0.0585,0.2412,1
0.8684,0.8157,0.8113,3,0.0872,88.8,202.6,3.41,0.0895,0.2258,1
0.8191,0.7079,0.8139,4,0.3186,39.6,43.2,11.16,0.1575,0.2215,0
0.8935,0.8786,0.8905,3,0.1453,318.9,435.9,3.74,0.1313,0.1158,1
0.7616,0.45,0.7604,5,0.2074,282.1,397.7,2.5,0.3493,0.2714,0
0.7334,0.5487,0.6396,3,0.1542,294.9,369.6,1.65,0.1793,0.6659,0
0.8811,0.7069,0.9203,5,0.1076,120.9,160.5,6.84,0.3734,0.4206,1
0.8868,0.8494,0.9559,2,0.2357,20.8,198.3,3.16,0.316,0.7584,1
0.8846,0.8846,0.8771,1,0.0683,75.7,75.7,3.54,0.1259,0.5073,1
0.8574,0.7314,0.8375,4,0.1498,125.0,163.0,3.67,0.3357,0.7034,1
0.935,0.935,0.8725,1,0.0897,184.6,184.6,3.3,-0.0043,0.3605,1
0.8468,0.7882,0.8481,2,0.3649,142.0,308.5,3.57,0.2074,0.6609,1
0.902,0.8379,0.9471,2,0.2023,240.2,350.1,2.07,0.178,0.789,0
0.8478,0.7903,0.8488,2,0.4564,194.7,262.2,2.61,0.0099,0.5321,1
0.9698,0.9698,0.9577,1,0.0837,174.3,174.3,1.56,0.2422,0.0905,1
0.7,0.7,0.693,1,0.0146,188.7,188.7,2.8,0.0765,0.0979,0
0.846,0.7962,0.8191,4,0.0114,97.4,100.2,0.83,0.0737,0.5825,0
0.7891,0.6071,0.7904,5,0.1238,149.4,164.1,2.57,0.01,0.1599,0
0.8819,0.8668,0.8113,2,0.2268,278.4,312.6,4.86,0.0654,0.4763,0
0.9231,0.9231,0.9744,1,0.4306,280.4,280.4,3.95,-0.0934,0.0108,1
0.9286,0.9286,0.9733,1,0.1466,69.8,69.8,0.38,0.1771,0.3839,0
0.8029,0.7478,0.7661,2,0.1289,81.8,121.2,1.48,0.0954,0.4282,1
0.8574,0.8214,0.8415,3,0.0657,211.4,247.7,0.51,0.1454,0.1839,0
0.8554,0.7377,0.8912,5,0.1482,135.2,292.6,3.26,0.1356,0.74,0
0.9174,0.8519,0.942,5,0.08,176.2,270.5,3.05,0.3246,0.1546,1
0.9523,0.9498,0.9965,2,0.1181,61.9,85.3,1.4,-0.0741,0.4479,1
0.9126,0.8555,1.0,2,0.1534,88.8,236.4,4.83,0.1236,0.8039,1
0.7838,0.48,0.861,4,0.1966,67.1,74.6,0.32,0.1655,0.6631,0
0.9566,0.9566,0.8987,1,0.1004,24.7,24.7,2.26,-0.2601,0.9323,1
0.8199,0.6006,0.7206,3,0.1776,174.2,342.0,5.01,0.1459,0.008,0
0.897,0.897,0.8636,1,0.1643,248.5,248.5,6.49,0.158,0.3076,1
0.7798,0.5529,0.762,5,0.0769,143.8,187.9,2.34,-0.0803,0.0299,0
0.9908,0.9908,1.0,1,0.3894,281.2,281.2,0.76,0.16,0.3933,0
0.8885,0.8885,0.8421,1,0.047,225.2,225.2,3.45,0.1739,0.1256,0
0.8457,0.7232,0.835,4,0.2915,261.7,330.8,1.91,0.0234,0.4774,0
0.8866,0.8286,0.8488,5,0.0463,64.0,129.6,8.88,-0.0708,0.5442,1
0.9245,0.8538,0.8374,4,0.0741,295.7,376.6,1.67,0.1025,0.2494,0
0.5426,0.45,0.5022,2,0.0118,316.9,340.9,4.08,0.1122,0.1987,0
0.864,0.759,0.8314,3,0.2694,252.1,327.6,0.91,0.296,0.5928,1
0.7794,0.5773,0.9022,4,0.3173,161.3,311.7,2.73,0.0977,0.2733,0
0.8486,0.6843,0.9808,5,0.0134,275.5,362.2,0.72,-0.1211,0.2718,1
0.8319,0.6393,0.8918,5,0.7642,122.7,276.6,2.7,0.2404,0.4113,1
0.8785,0.7823,0.9058,3,0.0538,86.0,91.9,0.89,0.1563,0.0599,0
0.8075,0.8075,0.8583,1,0.0277,143.6,143.6,3.94,-0.0208,0.2896,0
0.9215,0.8766,0.8679,5,0.0002,171.1,207.3,1.72,-0.0155,0.2937,0
0.798,0.7093,0.799,5,0.8472,55.5,138.7,3.85,0.4442,0.2878,0
0.8844,0.7969,0.9329,5,0.1872,16.9,71.9,3.58,-0.0484,0.6979,1
0.9077,0.8898,0.9693,5,0.2615,193.9,298.4,5.17,0.2304,0.2253,1
0.8125,0.6784,0.8293,4,0.0942,218.5,379.5,2.48,0.0555,0.2159,0
0.8156,0.5766,0.9185,5,0.1872,189.0,355.9,5.55,0.1758,0.2148,0
0.7491,0.6416,0.8009,2,0.258,253.8,337.8,6.46,0.0027,0.308,0
0.9126,0.847,1.0,3,0.1297,162.5,315.8,3.43,0.1696,0.1415,1
0.8927,0.8142,0.8862,5,0.0561,300.3,352.2,0.91,0.0596,0.5685,0
0.8117,0.6284,0.8761,5,0.1807,205.8,377.3,3.62,0.173,0.7379,1
0.779,0.5906,0.7509,5,0.0768,194.4,357.2,5.44,-0.0538,0.1705,0
0.8338,0.7397,0.8884,5,0.4139,152.8,181.0,3.9,0.1173,0.7687,0
0.8959,0.7514,0.8996,4,0.0229,313.5,447.0,3.01,0.1497,0.612,0
0.8512,0.7403,0.741,3,0.2975,88.4,254.6,2.41,0.0942,0.0387,1
0.8122,0.512,0.8294,5,0.2369,263.3,336.8,2.79,0.2183,0.0942,0
0.8143,0.8143,0.7745,1,1.0,48.8,48.8,4.68,0.2341,0.2754,1
0.7261,0.7261,0.8129,1,0.0953,99.8,99.8,2.11,0.2966,0.3323,1
0.8608,0.8222,0.8081,2,0.083,319.8,418.7,4.32,0.0902,0.838,1
0.7247,0.5032,0.711,3,0.1514,208.6,347.1,9.71,0.2357,0.3359,0
0.8192,0.8192,0.8505,1,0.1569,151.2,151.2,3.67,0.1506,0.3401,1
0.8342,0.675,0.8493,5,0.2161,159.3,167.9,1.8,0.2744,0.1181,0
0.8554,0.6472,0.9106,4,0.0859,220.0,233.3,1.95,0.1663,0.0368,0
0.8902,0.8039,0.8538,3,0.0423,91.2,153.8,1.45,0.0974,0.3844,1
0.6186,0.6186,0.6293,1,0.1626,22.7,22.7,5.01,0.1522,0.6833,1
0.762,0.6116,0.6973,4,0.115,147.3,210.5,6.46,0.2435,0.0693,0
0.933,0.8791,0.9164,5,0.2125,165.2,286.9,3.88,0.1706,0.1357,1
0.9132,0.8449,0.9205,5,0.0684,64.9,118.2,1.93,0.2466,0.2129,0
0.7832,0.6742,0.7682,4,0.1365,116.0,123.4,3.56,0.0357,0.6378,0
0.8019,0.7257,0.8571,4,0.1346,165.3,276.2,2.15,0.1028,0.2948,0
0.8764,0.7981,0.9804,3,0.2674,23.9,161.4,1.21,0.2089,0.5686,1
0.8845,0.8285,0.8133,4,0.7028,301.1,396.6,3.58,0.2402,0.6391,1
0.8568,0.8385,0.8734,2,0.0154,207.9,226.6,2.62,0.0024,0.5822,0
0.8617,0.7829,0.9175,4,0.172,212.8,327.3,2.44,0.1732,0.1052,1
0.8474,0.6654,0.7884,5,0.182,305.5,465.9,1.59,0.3561,0.6121,0
0.8799,0.7935,0.889,5,0.0414,136.4,209.2,7.92,0.0346,0.5542,1
0.9031,0.9031,0.9132,1,0.049,248.4,248.4,4.08,0.208,0.0174,0
